edge_id;edge_len;flow_total;flow_line_0;flow_line_1;flow_line_2;flow_line_3;flow_line_6;flow_line_7;flow_line_8;flow_line_9;flow_line_10;flow_line_11;flow_line_16;flow_line_17;flow_line_26;flow_line_27
12;2.4;99.97;0.0;0.0;0.0;0.0;99.97;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
15;2.0;40.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;40.0;0.0;0.0;0.0
16;1.2;40.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;40.0;0.0;0.0;0.0
18;1.2;226.95999999999998;0.0;0.0;226.95999999999998;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2;1.4;79.69;0.0;0.0;0.0;0.0;79.69;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
26;1.2;152.60999999999999;0.0;0.0;152.60999999999999;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
27;1.2;46.74;0.0;0.0;0.0;46.74;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
28;1.2;40.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;40.0;0.0;0.0;0.0
29;1.2;20.35;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;20.35;0.0;0.0
30;1.8;90.11000000000001;0.0;90.11000000000001;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
31;1.8;151.85;151.85;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
32;2.6;45.2;0.0;0.0;0.0;0.0;0.0;0.0;45.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0
33;2.6;16.47999999999999;0.0;0.0;0.0;0.0;0.0;0.0;0.0;16.47999999999999;0.0;0.0;0.0;0.0;0.0;0.0
34;2.0;148.15;148.15;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
35;2.0;56.23000000000001;0.0;56.23000000000001;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
36;2.33;40.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;40.0
39;1.6;150.51;150.51;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4;1.4;107.81999999999996;0.0;0.0;107.81999999999996;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
42;1.6;41.81;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;41.81;0.0;0.0;0.0;0.0;0.0
44;2.6;49.06;0.0;0.0;0.0;0.0;49.06;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
45;2.6;44.480000000000004;0.0;0.0;0.0;0.0;0.0;44.480000000000004;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
46;1.8;40.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;40.0;0.0
48;1.2;132.1;0.0;0.0;0.0;0.0;132.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
50;2.0;23.52000000000001;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;23.52000000000001;0.0
52;1.2;95.16999999999999;0.0;0.0;0.0;0.0;0.0;0.0;95.16999999999999;0.0;0.0;0.0;0.0;0.0;0.0;0.0
54;1.2;99.85;0.0;0.0;99.85;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
55;1.2;97.85;0.0;0.0;0.0;97.85;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
57;2.0;33.34;0.0;33.34;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
59;1.4;125.31;0.0;0.0;0.0;125.31;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6;1.6;103.92;0.0;0.0;0.0;0.0;103.92;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
63;2.8;54.980000000000004;0.0;0.0;0.0;54.980000000000004;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
70;1.8;40.269999999999996;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;40.269999999999996;0.0;0.0;0.0;0.0
72;1.8;72.7;0.0;0.0;0.0;0.0;0.0;0.0;72.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0
73;1.8;28.24;0.0;0.0;0.0;0.0;0.0;0.0;0.0;28.24;0.0;0.0;0.0;0.0;0.0;0.0
75;1.6;113.65;0.0;0.0;0.0;0.0;0.0;113.65;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
